20 flow networks in flowNetworks2.txt.

** G1: |V|=100, V={0..99}
(u, v, weight) E = { 
      (145, 51,  38)
      (145, 78,   9)
      (145, 91,  10)
      (145, 97,  97)
      (145, 111,  26)
      (145, 112,  36)
      (145, 125,  39)
      (145, 149,  68)
      (145, 153,  29)
      (145, 171,  42)
      (145, 179,  47)
      (145, 203,  38)
      (145, 225,  97)
      (145, 235,  10)
      (145, 238,  99)
      (145, 244,  92)
      (146, 13,  59)
      (146, 17,  95)
      (146, 21,  27)
      (146, 29,  61)
      (146, 34,  62)
      (146, 37,  20)
      (146, 38,  89)
      (146, 45,  33)
      (146, 61,  56)
      (146, 70,  55)
      (146, 78,  47)
      (146, 79,  40)
      (146, 87,  22)
      (146, 102,  77)
      (146, 105,  79)
      (146, 109,  44)
      (146, 117,  82)
      (146, 120,  19)
      (146, 124,  60)
      (146, 131,  31)
      (146, 134,   9)
      (146, 151,  80)
      (146, 163,  87)
      (146, 184,  19)
      (146, 217,   4)
      (146, 221,  97)
      (146, 224,  28)
      (146, 228,  83)
      (146, 235,  54)
      (146, 240,  88)
      (146, 248,  40)
      (147, 19,  63)
      (147, 32,  92)
      (147, 43,  97)
      (147, 53,  16)
      (147, 60,   5)
      (147, 69,  29)
      (147, 71,  16)
      (147, 74,  79)
      (147, 79,   9)
      (147, 80,  17)
      (147, 92,  84)
      (147, 99,  44)
      (147, 149,  72)
      (147, 152,  16)
      (147, 156,  62)
      (147, 178,  42)
      (147, 184,   3)
      (147, 187,  29)
      (147, 191,  31)
      (147, 207,   7)
      (147, 232,  85)
      (147, 238,   0)
      (147, 244,   2)
      (148,  2,  15)
      (148,  3,  40)
      (148,  6,  10)
      (148, 20,  41)
      (148, 22,  11)
      (148, 32,  94)
      (148, 54,  95)
      (148, 56,  90)
      (148, 96,  20)
      (148, 98,  71)
      (148, 106,  60)
      (148, 131,  52)
      (148, 140,  74)
      (148, 162,  27)
      (148, 165,  96)
      (148, 166,  72)
      (148, 167,  14)
      (148, 170,  46)
      (148, 172,  52)
      (148, 175,   3)
      (148, 191,   4)
      (148, 193,  22)
      (148, 196,  68)
      (148, 198,  38)
      (148, 208,  38)
      (148, 217,  68)
      (148, 225,  21)
      (148, 246,  81)
      (149,  1,  38)
      (149, 11,  50)
      (149, 12,   5)
      (149, 15,  29)
      (149, 16,  52)
      (149, 40,  70)
      (149, 43,  21)
      (149, 67,  42)
      (149, 91,  74)
      (149, 93,  70)
      (149, 135,  57)
      (149, 142,  44)
      (149, 144,  10)
      (149, 158,  47)
      (149, 160,  78)
      (149, 167,  83)
      (149, 192,  91)
      (149, 203,  22)
      (149, 205,  24)
      (149, 214,  43)
      (149, 247,  60)
      (150,  5,  25)
      (150, 13,  96)
      (150, 17,  16)
      (150, 20,  80)
      (150, 22,   3)
      (150, 35,  71)
      (150, 39,  78)
      (150, 43,  60)
      (150, 57,  30)
      (150, 61,  47)
      (150, 65,  93)
      (150, 67,  95)
      (150, 76,  47)
      (150, 107,  88)
      (150, 127,  94)
      (150, 138,  60)
      (150, 147,  40)
      (150, 153,   6)
      (150, 159,  51)
      (150, 163,  23)
      (150, 172,  28)
      (150, 204,  19)
      (150, 214,  67)
      (150, 233,  95)
      (150, 238,  55)
      (150, 239,  13)
      (151, 18,  88)
      (151, 28,  17)
      (151, 47,  39)
      (151, 58,  35)
      (151, 63,  98)
      (151, 67,  91)
      (151, 71,  72)
      (151, 78,  55)
      (151, 88,  53)
      (151, 102,  53)
      (151, 104,  46)
      (151, 120,  76)
      (151, 127,   8)
      (151, 129,  81)
      (151, 135,  87)
      (151, 144,  23)
      (151, 146,  25)
      (151, 154,  88)
      (151, 160,  59)
      (151, 169,  87)
      (151, 188,  64)
      (151, 192,  57)
      (151, 194,  95)
      (151, 211,  26)
      (151, 213,  65)
      (151, 228,  83)
      (151, 240,  39)
      (151, 241,  40)
      (152,  1,  45)
      (152, 11,  30)
      (152, 20,  55)
      (152, 49,  53)
      (152, 52,  32)
      (152, 77,  10)
      (152, 90,  27)
      (152, 107,  93)
      (152, 140,  72)
      (152, 144,  98)
      (152, 172,  69)
      (152, 173,  36)
      (152, 175,  38)
      (152, 186,  94)
      (152, 197,  93)
      (152, 207,  91)
      (152, 209,  45)
      (152, 226,  20)
      (152, 232,  47)
      (152, 246,   4)
      (153,  2,  21)
      (153, 15,   7)
      (153, 19,  32)
      (153, 29,   2)
      (153, 39,  87)
      (153, 63,  27)
      (153, 92,  59)
      (153, 93,  90)
      (153, 99,  14)
      (153, 103,  68)
      (153, 116,  71)
      (153, 117,   7)
      (153, 175,  74)
      (153, 208,  16)
      (153, 211,  78)
      (153, 241,  31)
      (153, 242,  66)
      (154,  2,  29)
      (154,  4,  34)
      (154,  5,  83)
      (154, 42,  12)
      (154, 68,  17)
      (154, 71,  55)
      (154, 86,  47)
      (154, 107,  39)
      (154, 116,  61)
      (154, 152,  42)
      (154, 156,  57)
      (154, 163,  25)
      (154, 170,  25)
      (154, 174,  42)
      (154, 177,  27)
      (154, 182,  56)
      (154, 183,  57)
      (154, 188,  50)
      (154, 198,   2)
      (154, 221,  89)
      (154, 241,  55)
      (154, 245,   7)
      (155, 18,  10)
      (155, 27,  66)
      (155, 39,   9)
      (155, 43,  39)
      (155, 49,  70)
      (155, 55,  90)
      (155, 76,  65)
      (155, 87,  70)
      (155, 107,  29)
      (155, 139,  71)
      (155, 142,   6)
      (155, 149,  22)
      (155, 157,  55)
      (155, 163,  91)
      (155, 182,  13)
      (155, 189,   7)
      (155, 198,   7)
      (155, 215,  84)
      (155, 218,  52)
      (155, 219,   7)
      (155, 233,  30)
      (155, 240,  60)
      (156,  6,  81)
      (156, 27,  32)
      (156, 49,  43)
      (156, 60,  95)
      (156, 65,  69)
      (156, 66,  48)
      (156, 69,   4)
      (156, 71,   3)
      (156, 77,   1)
      (156, 81,  60)
      (156, 82,  41)
      (156, 85,  80)
      (156, 87,  38)
      (156, 100,  16)
      (156, 107,  26)
      (156, 116,   1)
      (156, 125,  89)
      (156, 143,  64)
      (156, 145,  10)
      (156, 184,  17)
      (156, 186,  52)
      (156, 187,  26)
      (156, 195,  97)
      (156, 233,  34)
      (157,  2,  27)
      (157,  9,  59)
      (157, 21,  16)
      (157, 51,  61)
      (157, 65,  68)
      (157, 81,  56)
      (157, 85,   8)
      (157, 95,  42)
      (157, 99,  54)
      (157, 104,   1)
      (157, 127,  62)
      (157, 130,  17)
      (157, 136,  34)
      (157, 144,  16)
      (157, 154,   6)
      (157, 155,  60)
      (157, 156,  29)
      (157, 159,  45)
      (157, 165,   8)
      (157, 181,  16)
      (157, 197,  16)
      (157, 202,  10)
      (157, 212,  71)
      (158, 14,  15)
      (158, 19,  50)
      (158, 20,  68)
      (158, 38,  99)
      (158, 43,  80)
      (158, 44,  61)
      (158, 55,   5)
      (158, 79,  10)
      (158, 85,   5)
      (158, 88,  54)
      (158, 104,   5)
      (158, 109,  42)
      (158, 114,   7)
      (158, 130,   7)
      (158, 131,  38)
      (158, 151,  16)
      (158, 161,   1)
      (158, 171,  33)
      (158, 174,  99)
      (158, 188,   7)
      (158, 196,   9)
      (158, 201,  12)
      (158, 207,  30)
      (158, 213,  49)
      (158, 218,  89)
      (158, 222,   2)
      (158, 229,  22)
      (158, 233,  63)
      (158, 235,  50)
      (158, 242,  37)
      (159,  3,  22)
      (159, 16,  18)
      (159, 18,  18)
      (159, 27,  58)
      (159, 28,  43)
      (159, 30,  53)
      (159, 37,  15)
      (159, 39,  85)
      (159, 41,  18)
      (159, 78,  16)
      (159, 100,  65)
      (159, 130,  10)
      (159, 142,  69)
      (159, 147,  44)
      (159, 149,  83)
      (159, 151,  98)
      (159, 162,  49)
      (159, 173,  33)
      (159, 176,  65)
      (159, 177,  69)
      (159, 181,  44)
      (159, 197,  84)
      (159, 204,  13)
      (159, 207,  35)
      (159, 208,  48)
      (159, 213,  47)
      (159, 224,  67)
      (159, 225,  64)
      (160, 14,  33)
      (160, 21,  43)
      (160, 51,  90)
      (160, 53,  32)
      (160, 59,  90)
      (160, 68,  57)
      (160, 71,  33)
      (160, 89,  92)
      (160, 122,  90)
      (160, 123,   5)
      (160, 132,  95)
      (160, 141,  16)
      (160, 144,  41)
      (160, 153,  17)
      (160, 169,  49)
      (160, 171,  74)
      (160, 186,  54)
      (160, 191,   9)
      (160, 193,  48)
      (160, 197,  66)
      (160, 209,  59)
      (160, 238,  99)
      (161,  4,  92)
      (161, 18,  64)
      (161, 35,  36)
      (161, 39,   2)
      (161, 40,  64)
      (161, 49,  71)
      (161, 52,   9)
      (161, 63,  21)
      (161, 73,  70)
      (161, 77,   0)
      (161, 81,  34)
      (161, 84,  34)
      (161, 92,  63)
      (161, 94,  69)
      (161, 108,  12)
      (161, 117,  80)
      (161, 156,   1)
      (161, 169,  98)
      (161, 176,  58)
      (161, 185,  10)
      (161, 191,  59)
      (161, 201,  69)
      (161, 205,  76)
      (161, 216,  68)
      (161, 223,  60)
      (161, 244,  49)
      (161, 247,   5)
      (162, 14,  91)
      (162, 19,  14)
      (162, 49,  21)
      (162, 68,  75)
      (162, 82,  36)
      (162, 84,   7)
      (162, 85,   8)
      (162, 87,  43)
      (162, 93,  80)
      (162, 103,  98)
      (162, 105,  78)
      (162, 122,  63)
      (162, 135,  87)
      (162, 158,  89)
      (162, 168,  23)
      (162, 170,  34)
      (162, 171,  49)
      (162, 190,  22)
      (162, 199,   6)
      (162, 202,  29)
      (162, 221,  18)
      (162, 239,  29)
      (162, 249,  38)
      (163, 12,  22)
      (163, 16,  73)
      (163, 23,  67)
      (163, 41,  64)
      (163, 55,  80)
      (163, 66,  25)
      (163, 74,  48)
      (163, 75,  22)
      (163, 78,  90)
      (163, 87,  70)
      (163, 98,  72)
      (163, 117,  87)
      (163, 127,  96)
      (163, 129,  63)
      (163, 149,  29)
      (163, 152,  92)
      (163, 155,  94)
      (163, 157,  57)
      (163, 172,  74)
      (163, 185,   6)
      (163, 229,  52)
      (163, 232,  57)
      (163, 240,  89)
      (163, 249,  86)
      (164,  9,  64)
      (164, 11,  40)
      (164, 36,  98)
      (164, 41,  88)
      (164, 42,  29)
      (164, 49,  20)
      (164, 69,  67)
      (164, 70,  87)
      (164, 80,  46)
      (164, 81,  39)
      (164, 85,  43)
      (164, 109,   8)
      (164, 130,   7)
      (164, 154,  19)
      (164, 192,  21)
      (164, 198,  62)
      (164, 204,   3)
      (164, 217,   2)
      (164, 232,  10)
      (164, 237,   7)
      (165, 32,  22)
      (165, 39,  66)
      (165, 49,   1)
      (165, 62,  49)
      (165, 68,  93)
      (165, 69,  89)
      (165, 94,  82)
      (165, 95,  32)
      (165, 100,   3)
      (165, 101,  70)
      (165, 149,   1)
      (165, 154,  87)
      (165, 160,  52)
      (165, 166,  29)
      (165, 174,  58)
      (165, 196,  22)
      (165, 198,  36)
      (165, 210,  65)
      (165, 222,   2)
      (165, 227,  10)
      (165, 230,  35)
      (165, 234,  16)
      (166,  9,   2)
      (166, 16,  60)
      (166, 29,  46)
      (166, 51,  25)
      (166, 56,  70)
      (166, 59,   4)
      (166, 62,  19)
      (166, 81,  46)
      (166, 87,   8)
      (166, 93,  65)
      (166, 115,  82)
      (166, 123,  47)
      (166, 126,  98)
      (166, 129,  97)
      (166, 151,  85)
      (166, 164,  79)
      (166, 176,  49)
      (166, 199,   9)
      (166, 200,  31)
      (166, 207,  71)
      (166, 213,  23)
      (166, 230,  58)
      (166, 236,  63)
      (166, 237,   3)
      (167,  2,  54)
      (167, 18,  42)
      (167, 31,  86)
      (167, 40,   0)
      (167, 52,  55)
      (167, 59,  35)
      (167, 60,  15)
      (167, 66,  42)
      (167, 73,  35)
      (167, 77,  75)
      (167, 96,  19)
      (167, 100,  51)
      (167, 101,  10)
      (167, 118,  96)
      (167, 123,  21)
      (167, 149,  80)
      (167, 157,  28)
      (167, 159,  64)
      (167, 166,  97)
      (167, 171,  56)
      (167, 196,  42)
      (167, 221,  48)
      (167, 232,  78)
      (168, 27,  41)
      (168, 30,  44)
      (168, 44,  41)
      (168, 53,  14)
      (168, 57,  82)
      (168, 67,  88)
      (168, 82,  30)
      (168, 93,  35)
      (168, 99,  21)
      (168, 101,  15)
      (168, 115,  14)
      (168, 129,  42)
      (168, 133,  80)
      (168, 134,  33)
      (168, 142,  45)
      (168, 150,  67)
      (168, 156,  56)
      (168, 164,  25)
      (168, 173,  48)
      (168, 201,   8)
      (168, 212,  31)
      (168, 216,  65)
      (168, 223,  65)
      (168, 227,  85)
      (168, 231,   6)
      (168, 239,  75)
      (168, 243,  67)
      (168, 244,  88)
      (169,  4,  79)
      (169, 74,  27)
      (169, 78,  86)
      (169, 80,  17)
      (169, 121,  44)
      (169, 125,  66)
      (169, 127,  50)
      (169, 153,  52)
      (169, 159,  35)
      (169, 187,  20)
      (169, 188,  59)
      (169, 204,   8)
      (169, 222,  66)
      (169, 228,  59)
      (169, 232,  71)
      (169, 237,  17)
      (169, 239,  61)
      (169, 248,  79)
      (170, 41,  24)
      (170, 72,  58)
      (170, 116,  93)
      (170, 120,  77)
      (170, 131,  41)
      (170, 133,  48)
      (170, 142,  31)
      (170, 147,   8)
      (170, 172,   5)
      (170, 193,  61)
      (170, 199,  66)
      (170, 213,  68)
      (170, 217,  10)
      (170, 218,  79)
      (170, 226,  56)
      (171,  4,  47)
      (171, 16,  38)
      (171, 17,  72)
      (171, 39,   5)
      (171, 44,  10)
      (171, 47,  15)
      (171, 69,  73)
      (171, 79,   0)
      (171, 86,  92)
      (171, 109,  69)
      (171, 111,   0)
      (171, 116,  19)
      (171, 123,  87)
      (171, 130,  72)
      (171, 149,  56)
      (171, 152,  50)
      (171, 156,  72)
      (171, 211,  82)
      (171, 217,  71)
      (171, 242,  85)
      (171, 249,  39)
      (172, 19,  32)
      (172, 24,  85)
      (172, 28,  10)
      (172, 35,  26)
      (172, 36,  38)
      (172, 66,  64)
      (172, 81,  10)
      (172, 82,  57)
      (172, 91,  62)
      (172, 94,  84)
      (172, 98,  54)
      (172, 101,  67)
      (172, 120,  60)
      (172, 128,  11)
      (172, 130,  79)
      (172, 153,  72)
      (172, 157,  34)
      (172, 160,  10)
      (172, 168,  87)
      (172, 198,  38)
      (172, 200,  44)
      (172, 201,  55)
      (172, 211,  32)
      (172, 212,  71)
      (172, 242,  24)
      (173, 19,  20)
      (173, 36,  86)
      (173, 38,  21)
      (173, 50,  18)
      (173, 57,  32)
      (173, 75,  74)
      (173, 93,  99)
      (173, 94,  87)
      (173, 111,  15)
      (173, 128,  53)
      (173, 129,  20)
      (173, 135,  65)
      (173, 136,  74)
      (173, 140,  65)
      (173, 145,  33)
      (173, 157,  46)
      (173, 169,  76)
      (173, 193,  68)
      (173, 204,  69)
      (173, 223,  77)
      (173, 226,  24)
      (173, 242,  37)
      (173, 248,  90)
      (174, 10,  33)
      (174, 22,  98)
      (174, 23,  96)
      (174, 24,  25)
      (174, 41,  68)
      (174, 45,  47)
      (174, 50,  29)
      (174, 65,  31)
      (174, 66,   6)
      (174, 75,  37)
      (174, 76,  40)
      (174, 99,  79)
      (174, 102,  14)
      (174, 129,  20)
      (174, 145,  72)
      (174, 150,  24)
      (174, 171,  55)
      (174, 173,  73)
      (174, 185,  77)
      (174, 196,  22)
      (174, 225,  62)
      (174, 244,  96)
      (175,  3,  68)
      (175, 11,  70)
      (175, 18,  73)
      (175, 22,  96)
      (175, 23,  74)
      (175, 24,  54)
      (175, 26,  52)
      (175, 42,  74)
      (175, 77,  83)
      (175, 84,  42)
      (175, 109,  71)
      (175, 119,  33)
      (175, 125,   9)
      (175, 129,  23)
      (175, 135,   4)
      (175, 138,  93)
      (175, 143,  89)
      (175, 152,  23)
      (175, 157,  93)
      (175, 173,  11)
      (175, 180,  24)
      (175, 189,  39)
      (175, 209,  58)
      (175, 212,  82)
      (175, 220,  19)
      (175, 224,  22)
      (175, 233,  52)
      (175, 238,  98)
      (175, 239,   4)
      (175, 242,  25)
      (175, 246,  24)
      (175, 248,  47)
      (176, 26,  76)
      (176, 29,  81)
      (176, 31,  36)
      (176, 42,  33)
      (176, 43,  11)
      (176, 55,  22)
      (176, 62,  90)
      (176, 76,  87)
      (176, 112,  82)
      (176, 118,  66)
      (176, 124,  31)
      (176, 128,  13)
      (176, 133,  62)
      (176, 137,  26)
      (176, 161,  75)
      (176, 178,  80)
      (176, 194,  31)
      (176, 195,  46)
      (176, 211,  58)
      (176, 221,  53)
      (177,  8,  89)
      (177, 18,  36)
      (177, 23,  32)
      (177, 39,  27)
      (177, 73,  11)
      (177, 79,  40)
      (177, 81,  52)
      (177, 92,  94)
      (177, 99,  65)
      (177, 104,  23)
      (177, 109,  87)
      (177, 114,  82)
      (177, 122,  12)
      (177, 183,  60)
      (177, 190,   9)
      (177, 196,  14)
      (177, 237,  23)
      (178,  7,  14)
      (178, 10,  11)
      (178, 25,  40)
      (178, 30,  43)
      (178, 32,  54)
      (178, 42,  63)
      (178, 52,  25)
      (178, 58,  97)
      (178, 61,   5)
      (178, 63,  66)
      (178, 90,  36)
      (178, 94,  41)
      (178, 121,  69)
      (178, 127,  71)
      (178, 132,  59)
      (178, 138,  14)
      (178, 145,  21)
      (178, 159,  44)
      (178, 162,  74)
      (178, 179,  95)
      (178, 181,  51)
      (178, 197,  23)
      (178, 230,   4)
      (178, 232,  11)
      (178, 236,   5)
      (178, 238,  52)
      (178, 240,  93)
      (179,  2,  73)
      (179, 15,  88)
      (179, 18,  75)
      (179, 28,   7)
      (179, 40,  46)
      (179, 44,  17)
      (179, 46,  59)
      (179, 49,  61)
      (179, 120,  95)
      (179, 128,  22)
      (179, 133,  90)
      (179, 181,  10)
      (179, 185,  91)
      (179, 190,  26)
      (179, 210,  48)
      (179, 221,  33)
      (179, 226,  89)
      (179, 228,  91)
      (179, 232,  27)
      (179, 234,  38)
      (180, 24,  53)
      (180, 30,  82)
      (180, 35,  68)
      (180, 50,  91)
      (180, 74,  41)
      (180, 107,  27)
      (180, 109,  63)
      (180, 114,  95)
      (180, 116,   6)
